Date,Company,value,MarketCap,BookMarket,PriceBook
2011-02-28,airbus,63.72559585571289,25490.0,0.4504504504504504,2.22
2011-03-31,airbus,58.64138777359672,25490.0,0.4504504504504504,2.22
2011-04-30,airbus,58.33046862953588,25490.0,0.4504504504504504,2.22
2011-05-31,airbus,59.798446308482774,25490.0,0.4504504504504504,2.22
2011-06-30,airbus,53.59038457003507,25490.0,0.4504504504504504,2.22
2011-07-31,airbus,49.10569563366118,25490.0,0.4504504504504504,2.22
2011-08-31,airbus,34.31713452546493,25490.0,0.4504504504504504,2.22
2011-09-30,airbus,29.655416748740457,25490.0,0.4504504504504504,2.22
2011-10-31,airbus,27.519853410266695,25490.0,0.4504504504504504,2.22
2011-11-30,airbus,22.237607869234953,25490.0,0.4504504504504504,2.22
2011-12-31,airbus,20.564658301217214,25490.0,0.4504504504504504,2.22
2012-01-31,airbus,22.523710424249824,32080.0,0.4310344827586207,2.32
2012-02-29,airbus,24.213253566196986,32080.0,0.4310344827586207,2.32
2012-03-31,airbus,21.94806636463512,32080.0,0.4310344827586207,2.32
2012-04-30,airbus,18.66351990950735,32080.0,0.4310344827586207,2.32
2012-05-31,airbus,17.86284975572066,32080.0,0.4310344827586207,2.32
2012-06-30,airbus,17.139656793503534,32080.0,0.4310344827586207,2.32
2012-07-31,airbus,20.020770333030008,32080.0,0.4310344827586207,2.32
2012-08-31,airbus,21.350793175075363,32080.0,0.4310344827586207,2.32
2012-09-30,airbus,23.097864723205568,32080.0,0.4310344827586207,2.32
2012-10-31,airbus,28.44586936287258,32080.0,0.4310344827586207,2.32
2012-11-30,airbus,35.06179514798251,32080.0,0.4310344827586207,2.32
2012-12-31,airbus,36.07154285206514,32080.0,0.4310344827586207,2.32
2013-01-31,airbus,40.817090641368516,60140.0,0.25380710659898476,3.94
2013-02-28,airbus,41.343147659301756,60140.0,0.25380710659898476,3.94
2013-03-31,airbus,40.33974819183349,60140.0,0.25380710659898476,3.94
2013-04-30,airbus,36.03996803646996,60140.0,0.25380710659898476,3.94
2013-05-31,airbus,37.95010323957963,60140.0,0.25380710659898476,3.94
2013-06-30,airbus,36.08431415557861,60140.0,0.25380710659898476,3.94
2013-07-31,airbus,32.56244294539742,60140.0,0.25380710659898476,3.94
2013-08-31,airbus,31.541447986255992,60140.0,0.25380710659898476,3.94
2013-09-30,airbus,33.77088337852841,60140.0,0.25380710659898476,3.94
2013-10-31,airbus,38.05807942929475,60140.0,0.25380710659898476,3.94
2013-11-30,airbus,37.031131381080264,60140.0,0.25380710659898476,3.94
2013-12-31,airbus,36.95330543518067,60140.0,0.25380710659898476,3.94
2014-01-31,airbus,43.7200704054399,39440.0,0.2183406113537118,4.58
2014-02-28,airbus,45.39810409545898,39440.0,0.2183406113537118,4.58
2014-03-31,airbus,52.445919036865234,39440.0,0.2183406113537118,4.58
2014-04-30,airbus,56.70633659362793,39440.0,0.2183406113537118,4.58
2014-05-31,airbus,53.52390271967108,39440.0,0.2183406113537118,4.58
2014-06-30,airbus,53.05113619849796,39440.0,0.2183406113537118,4.58
2014-07-31,airbus,44.196209948995836,39440.0,0.2183406113537118,4.58
2014-08-31,airbus,39.11144547235398,39440.0,0.2183406113537118,4.58
2014-09-30,airbus,40.8711934523149,39440.0,0.2183406113537118,4.58
2014-10-31,airbus,33.27576628975246,39440.0,0.2183406113537118,4.58
2014-11-30,airbus,36.981296920776366,39440.0,0.2183406113537118,4.58
2014-12-31,airbus,40.73928778512137,39440.0,0.2183406113537118,4.58
2015-01-31,airbus,39.21303576514835,53130.0,0.12285012285012284,8.14
2015-02-28,airbus,36.93439235687256,53130.0,0.12285012285012284,8.14
2015-03-31,airbus,37.415035941384055,53130.0,0.12285012285012284,8.14
2015-04-30,airbus,41.19209613800049,53130.0,0.12285012285012284,8.14
2015-05-31,airbus,39.870452880859375,53130.0,0.12285012285012284,8.14
