Company,Date,EuroUSD,CAC40,Mkt-RF,SMB,HML,RF,oat,infl,pib,Breakeven,rkfreeAAA,value,MarketCap,BookMarket,PriceBook
air-liquide,2018-12-31,1.1813304314668152,5293.6237764246325,-16.08,-4.27,-3.34,1.81,1.6627233201581026,2.1,583570.56,0.014743639846743295,-0.6526678023715415,41.346440792911956,53090.0,0.39215686274509814,2.55
air-liquide,2019-12-31,1.1198352896250212,5458.275358072917,21.81,-1.18,-11.77,2.14,1.0564019762845849,1.3083333333333333,589704.01,0.01053736641221374,-0.6227451739130435,37.16827151205603,66650.0,0.3246753246753247,3.08
air-liquide,2020-12-31,1.1418561102779767,5077.860552954767,9.23,14.86,-30.11,0.44,0.5785466403162055,0.5416666666666666,566157.69,0.00907236641221374,-0.6269917529411764,27.390036999170363,77950.0,0.3003003003003003,3.33
air-liquide,2021-12-31,1.1832185992792648,6427.139182867006,16.77,-2.12,4.98,0.04,0.7891058823529412,2.0749999999999997,591660.37,0.015650344827586208,-0.6761165447470817,30.65665578988903,82310.0,0.30303030303030304,3.2999999999999994
air-liquide,2022-12-31,1.0536538291435975,6434.022694628527,-18.61,-9.01,19.15,1.42,2.1564163424124514,5.8999999999999995,596238.56,0.02314776923076923,0.020915988326848246,26.977879151285038,73950.0,0.35587188612099646,2.81
airbus,2002-12-31,,3781.696945848652,-15.72,7.92,21.57,1.65,5.260118577075098,1.9416666666666667,477725.39,,,34.93091807058176,,,
airbus,2003-12-31,1.231371750002322,3118.640943818934,41.69,14.03,20.26,1.02,4.8497265625,2.183333333333333,483636.04,,,26.944888847371896,19290.0,,
airbus,2004-12-31,1.2443266737050023,3685.384396114865,22.56,8.61,11.18,1.2,4.76423754789272,2.3333333333333335,496227.59,,2.0769438470588235,33.91296840535105,23190.0,,
airbus,2005-12-31,1.2444844379388227,4269.116984207806,8.82,5.87,9.44,2.98,3.8742833774319068,1.9000000000000001,505212.05,,2.084407984435798,52.97984790553098,30110.0,,
airbus,2006-12-31,1.2568150905462412,5106.495331648284,32.2,7.56,11.07,4.8,4.0421743372549015,1.8916666666666666,518229.98,,2.8506413098039216,108.14068749276032,27630.0,,
airbus,2007-12-31,1.3702912307524866,5729.079365808823,9.69,-9.26,-0.06,4.66,4.495509521568628,1.5999999999999999,529230.77,,3.794855149019608,157.5311780102683,25630.0,,
airbus,2008-12-31,1.4704498739399536,4340.828477859497,-47.45,-6.47,-3.29,1.6,4.602967147286822,3.1666666666666665,520064.67,,3.6290775546875,80.49291075045176,13700.0,,
airbus,2009-12-31,1.394937990268985,3346.44367313385,35.15,14.32,1.55,0.1,4.231696766536965,0.10833333333333334,515997.92,,0.68378613671875,48.849688060580284,16360.0,0.9345794392523364,1.07
airbus,2010-12-31,1.3264672523257377,3745.929060935974,6.31,9.92,-8.62,0.12,3.7417321158301156,1.7249999999999999,526301.28,,0.4133643527131783,58.38571226957774,18810.0,0.6329113924050632,1.58
airbus,2011-12-31,1.3924452969661125,3587.197944848918,-13.12,-7.22,-12.89,0.04,3.9298438914728684,2.2916666666666665,535515.11,,0.6765154396887159,45.75606709238747,25490.0,0.45045045045045046,2.22
airbus,2012-12-31,1.2857606516434597,3346.1524875324235,20.77,1.21,1.9,0.06,3.376463326848249,2.225,535198.66,,0.04930608984375,23.86664103400372,32080.0,0.4310344827586207,2.32
airbus,2013-12-31,1.3281115527336413,3953.106987208946,28.0,8.58,10.35,0.02,3.240859345098039,0.9916666666666667,542737.18,0.01688767441860465,0.03995738039215686,36.87430520665579,60140.0,0.25380710659898476,3.94
airbus,2014-12-31,1.3290993176200838,4333.757025505514,-6.34,-2.36,-5.29,0.02,2.7058078431372548,0.6166666666666667,545511.53,0.014176743295019157,0.058849521568627446,45.001722409906336,39440.0,0.21834061135371177,4.58
airbus,2015-12-31,1.1103866095743873,4829.8733877144605,-0.51,10.57,-16.75,0.02,1.731508,0.08333333333333333,551542.63,0.011921226053639846,-0.2600286062992126,35.27606920598554,53130.0,0.12285012285012283,8.14
airbus,2016-12-31,1.1071101340297538,4418.9005834675945,-0.04,4.11,11.08,0.2,1.35295703125,0.30833333333333335,558379.58,0.010668352490421456,-0.6243786770428015,32.21721725614346,51330.0,0.07462686567164178,13.4
airbus,2017-12-31,1.1293302802152412,5178.016325827206,28.21,6.39,3.01,0.8,1.8292238095238096,1.1666666666666667,575333.09,0.01422423076923077,-0.7628656,51.324515263510705,76750.0,0.20876826722338204,4.79
airbus,2018-12-31,1.1813304314668152,5293.6237764246325,-16.08,-4.27,-3.34,1.81,1.6627233201581026,2.1,583570.56,0.014743639846743295,-0.6526678023715415,45.524543973148205,74500.0,0.14925373134328357,6.7
airbus,2019-12-31,1.1198352896250212,5458.275358072917,21.81,-1.18,-11.77,2.14,1.0564019762845849,1.3083333333333333,589704.01,0.01053736641221374,-0.6227451739130435,49.50318750652452,114340.0,0.0588235294117647,17.0
airbus,2020-12-31,1.1418561102779767,5077.860552954767,9.23,14.86,-30.11,0.44,0.5785466403162055,0.5416666666666666,566157.69,0.00907236641221374,-0.6269917529411764,25.328636498504782,86540.0,0.09174311926605504,10.9
airbus,2021-12-31,1.1832185992792648,6427.139182867006,16.77,-2.12,4.98,0.04,0.7891058823529412,2.0749999999999997,591660.37,0.015650344827586208,-0.6761165447470817,22.444355218519238,99960.0,0.10741138560687431,9.31
airbus,2022-12-31,1.0536538291435975,6434.022694628527,-18.61,-9.01,19.15,1.42,2.1564163424124514,5.8999999999999995,596238.56,0.02314776923076923,0.020915988326848246,16.318139580764605,93300.0,0.06711409395973154,14.9
bic,2002-12-31,,3781.696945848652,-15.72,7.92,21.57,1.65,5.260118577075098,1.9416666666666667,477725.39,,,30.35479951006263,,,
bic,2003-12-31,1.231371750002322,3118.640943818934,41.69,14.03,20.26,1.02,4.8497265625,2.183333333333333,483636.04,,,24.858024316805132,2480.0,,
bic,2004-12-31,1.2443266737050023,3685.384396114865,22.56,8.61,11.18,1.2,4.76423754789272,2.3333333333333335,496227.59,,2.0769438470588235,27.054575229917674,2600.0,,
bic,2005-12-31,1.2444844379388227,4269.116984207806,8.82,5.87,9.44,2.98,3.8742833774319068,1.9000000000000001,505212.05,,2.084407984435798,33.075419923457275,2990.0,,
bic,2006-12-31,1.2568150905462412,5106.495331648284,32.2,7.56,11.07,4.8,4.0421743372549015,1.8916666666666666,518229.98,,2.8506413098039216,36.50608181485995,3450.0,,
bic,2007-12-31,1.3702912307524866,5729.079365808823,9.69,-9.26,-0.06,4.66,4.495509521568628,1.5999999999999999,529230.77,,3.794855149019608,33.272415136805755,3530.0,,
bic,2008-12-31,1.4704498739399536,4340.828477859497,-47.45,-6.47,-3.29,1.6,4.602967147286822,3.1666666666666665,520064.67,,3.6290775546875,25.882698378082186,2780.0,,
bic,2009-12-31,1.394937990268985,3346.44367313385,35.15,14.32,1.55,0.1,4.231696766536965,0.10833333333333334,515997.92,,0.68378613671875,26.621055520791703,3350.0,,
bic,2010-12-31,1.3264672523257377,3745.929060935974,6.31,9.92,-8.62,0.12,3.7417321158301156,1.7249999999999999,526301.28,,0.4133643527131783,30.12841750498181,4160.0,0.4000000000000001,2.5
bic,2011-12-31,1.3924452969661125,3587.197944848918,-13.12,-7.22,-12.89,0.04,3.9298438914728684,2.2916666666666665,535515.11,,0.6765154396887159,32.01475364596201,4170.0,0.45454545454545453,2.2
bic,2012-12-31,1.2857606516434597,3346.1524875324235,20.77,1.21,1.9,0.06,3.376463326848249,2.225,535198.66,,0.04930608984375,40.550301417594035,5770.0,0.3424657534246575,2.92
bic,2013-12-31,1.3281115527336413,3953.106987208946,28.0,8.58,10.35,0.02,3.240859345098039,0.9916666666666667,542737.18,0.01688767441860465,0.03995738039215686,52.334442728981855,5760.0,0.35211267605633806,2.84
bic,2014-12-31,1.3290993176200838,4333.757025505514,-6.34,-2.36,-5.29,0.02,2.7058078431372548,0.6166666666666667,545511.53,0.014176743295019157,0.058849521568627446,54.56691522444197,6290.0,0.3184713375796178,3.14
bic,2015-12-31,1.1103866095743873,4829.8733877144605,-0.51,10.57,-16.75,0.02,1.731508,0.08333333333333333,551542.63,0.011921226053639846,-0.2600286062992126,64.20059762426149,7820.0,0.25839793281653745,3.8699999999999997
bic,2016-12-31,1.1071101340297538,4418.9005834675945,-0.04,4.11,11.08,0.2,1.35295703125,0.30833333333333335,558379.58,0.010668352490421456,-0.6243786770428015,54.97269885064787,6390.0,0.2949852507374631,3.39
bic,2017-12-31,1.1293302802152412,5178.016325827206,28.21,6.39,3.01,0.8,1.8292238095238096,1.1666666666666667,575333.09,0.01422423076923077,-0.7628656,64.05408183800667,4880.0,0.41841004184100417,2.39
bic,2018-12-31,1.1813304314668152,5293.6237764246325,-16.08,-4.27,-3.34,1.81,1.6627233201581026,2.1,583570.56,0.014743639846743295,-0.6526678023715415,58.28407720448464,4620.0,0.4048582995951417,2.47
bic,2019-12-31,1.1198352896250212,5458.275358072917,21.81,-1.18,-11.77,2.14,1.0564019762845849,1.3083333333333333,589704.01,0.01053736641221374,-0.6227451739130435,66.93231834688288,3120.0,0.5780346820809249,1.7299999999999998
bic,2020-12-31,1.1418561102779767,5077.860552954767,9.23,14.86,-30.11,0.44,0.5785466403162055,0.5416666666666666,566157.69,0.00907236641221374,-0.6269917529411764,76.8127890444092,2550.0,0.6993006993006995,1.43
bic,2021-12-31,1.1832185992792648,6427.139182867006,16.77,-2.12,4.98,0.04,0.7891058823529412,2.0749999999999997,591660.37,0.015650344827586208,-0.6761165447470817,78.00696443427543,2380.0,0.819672131147541,1.22
bic,2022-12-31,1.0536538291435975,6434.022694628527,-18.61,-9.01,19.15,1.42,2.1564163424124514,5.8999999999999995,596238.56,0.02314776923076923,0.020915988326848246,87.15383844051473,2980.0,0.6451612903225806,1.55
biomerieux,2002-12-31,,3781.696945848652,-15.72,7.92,21.57,1.65,5.260118577075098,1.9416666666666667,477725.39,,,5.623808509891848,,,
biomerieux,2003-12-31,1.231371750002322,3118.640943818934,41.69,14.03,20.26,1.02,4.8497265625,2.183333333333333,483636.04,,,4.2430421106294345,,,
biomerieux,2004-12-31,1.2443266737050023,3685.384396114865,22.56,8.61,11.18,1.2,4.76423754789272,2.3333333333333335,496227.59,,2.0769438470588235,4.703830640562745,1730.0,,
biomerieux,2005-12-31,1.2444844379388227,4269.116984207806,8.82,5.87,9.44,2.98,3.8742833774319068,1.9000000000000001,505212.05,,2.084407984435798,9.31221439935862,2080.0,,
biomerieux,2006-12-31,1.2568150905462412,5106.495331648284,32.2,7.56,11.07,4.8,4.0421743372549015,1.8916666666666666,518229.98,,2.8506413098039216,10.240535197367953,2680.0,,
biomerieux,2007-12-31,1.3702912307524866,5729.079365808823,9.69,-9.26,-0.06,4.66,4.495509521568628,1.5999999999999999,529230.77,,3.794855149019608,21.11791483873281,4550.0,,
biomerieux,2008-12-31,1.4704498739399536,4340.828477859497,-47.45,-6.47,-3.29,1.6,4.602967147286822,3.1666666666666665,520064.67,,3.6290775546875,27.093777822954127,3300.0,,
biomerieux,2009-12-31,1.394937990268985,3346.44367313385,35.15,14.32,1.55,0.1,4.231696766536965,0.10833333333333334,515997.92,,0.68378613671875,13.12970084199583,4610.0,0.2506265664160401,3.99
biomerieux,2010-12-31,1.3264672523257377,3745.929060935974,6.31,9.92,-8.62,0.12,3.7417321158301156,1.7249999999999999,526301.28,,0.4133643527131783,8.50271316962392,3870.0,0.33557046979865773,2.98
biomerieux,2011-12-31,1.3924452969661125,3587.197944848918,-13.12,-7.22,-12.89,0.04,3.9298438914728684,2.2916666666666665,535515.11,,0.6765154396887159,6.2170715802006535,2820.0,0.5076142131979695,1.97
biomerieux,2012-12-31,1.2857606516434597,3346.1524875324235,20.77,1.21,1.9,0.06,3.376463326848249,2.225,535198.66,,0.04930608984375,6.0968404233665545,3750.0,0.42194092827004215,2.37
biomerieux,2013-12-31,1.3281115527336413,3953.106987208946,28.0,8.58,10.35,0.02,3.240859345098039,0.9916666666666667,542737.18,0.01688767441860465,0.03995738039215686,9.639910858964912,4150.0,0.42194092827004215,2.37
biomerieux,2014-12-31,1.3290993176200838,4333.757025505514,-6.34,-2.36,-5.29,0.02,2.7058078431372548,0.6166666666666667,545511.53,0.014176743295019157,0.058849521568627446,12.943946080232806,4110.0,0.4098360655737705,2.44
biomerieux,2015-12-31,1.1103866095743873,4829.8733877144605,-0.51,10.57,-16.75,0.02,1.731508,0.08333333333333333,551542.63,0.011921226053639846,-0.2600286062992126,19.08339777775261,4740.0,0.3460207612456747,2.89
biomerieux,2016-12-31,1.1071101340297538,4418.9005834675945,-0.04,4.11,11.08,0.2,1.35295703125,0.30833333333333335,558379.58,0.010668352490421456,-0.6243786770428015,30.49362838900114,5920.0,0.2881844380403458,3.47
biomerieux,2017-12-31,1.1293302802152412,5178.016325827206,28.21,6.39,3.01,0.8,1.8292238095238096,1.1666666666666667,575333.09,0.01422423076923077,-0.7628656,50.088243779954375,10520.0,0.19801980198019806,5.05
biomerieux,2018-12-31,1.1813304314668152,5293.6237764246325,-16.08,-4.27,-3.34,1.81,1.6627233201581026,2.1,583570.56,0.014743639846743295,-0.6526678023715415,81.2262856570335,7740.0,0.2958579881656805,3.3800000000000003
biomerieux,2019-12-31,1.1198352896250212,5458.275358072917,21.81,-1.18,-11.77,2.14,1.0564019762845849,1.3083333333333333,589704.01,0.01053736641221374,-0.6227451739130435,69.17565272130379,10510.0,0.24038461538461534,4.16
biomerieux,2020-12-31,1.1418561102779767,5077.860552954767,9.23,14.86,-30.11,0.44,0.5785466403162055,0.5416666666666666,566157.69,0.00907236641221374,-0.6269917529411764,71.72243320205534,16770.0,0.1818181818181818,5.5
biomerieux,2021-12-31,1.1832185992792648,6427.139182867006,16.77,-2.12,4.98,0.04,0.7891058823529412,2.0749999999999997,591660.37,0.015650344827586208,-0.6761165447470817,58.91908925632527,16730.0,0.21505376344086016,4.65
biomerieux,2022-12-31,1.0536538291435975,6434.022694628527,-18.61,-9.01,19.15,1.42,2.1564163424124514,5.8999999999999995,596238.56,0.02314776923076923,0.020915988326848246,39.04173637066123,12360.0,0.31545741324921134,3.17
bouygues,2002-12-31,,3781.696945848652,-15.72,7.92,21.57,1.65,5.260118577075098,1.9416666666666667,477725.39,,,17.39162726505943,,,
bouygues,2003-12-31,1.231371750002322,3118.640943818934,41.69,14.03,20.26,1.02,4.8497265625,2.183333333333333,483636.04,,,16.329183652211153,11670.0,,
bouygues,2004-12-31,1.2443266737050023,3685.384396114865,22.56,8.61,11.18,1.2,4.76423754789272,2.3333333333333335,496227.59,,2.0769438470588235,18.70100038643501,15320.0,,
bouygues,2005-12-31,1.2444844379388227,4269.116984207806,8.82,5.87,9.44,2.98,3.8742833774319068,1.9000000000000001,505212.05,,2.084407984435798,21.41337258247803,16440.0,,
bouygues,2006-12-31,1.2568150905462412,5106.495331648284,32.2,7.56,11.07,4.8,4.0421743372549015,1.8916666666666666,518229.98,,2.8506413098039216,26.53334824919436,20980.0,,
bouygues,2007-12-31,1.3702912307524866,5729.079365808823,9.69,-9.26,-0.06,4.66,4.495509521568628,1.5999999999999999,529230.77,,3.794855149019608,31.862540399237137,28800.0,,
bouygues,2008-12-31,1.4704498739399536,4340.828477859497,-47.45,-6.47,-3.29,1.6,4.602967147286822,3.1666666666666665,520064.67,,3.6290775546875,31.319533925717042,14610.0,0.8403361344537815,1.19
bouygues,2009-12-31,1.394937990268985,3346.44367313385,35.15,14.32,1.55,0.1,4.231696766536965,0.10833333333333334,515997.92,,0.68378613671875,27.98731030187685,18480.0,0.7518796992481201,1.33
bouygues,2010-12-31,1.3264672523257377,3745.929060935974,6.31,9.92,-8.62,0.12,3.7417321158301156,1.7249999999999999,526301.28,,0.4133643527131783,37.71005611170175,15480.0,0.9090909090909091,1.1
